dex number,pokemon,Information links,Location,picture location ,location_html
139,Spiritomb,https://www.serebii.net//pokedex-swsh/spiritomb/,Crimson Mirelands: Shrouded Ruins or nearbyCrimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/442.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/shroudedruins.shtml"">Shrouded Ruins</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
140,Murkrow,https://www.serebii.net//pokedex-swsh/murkrow/,"Crimson Mirelands: Cloudpool Ridge or nearbyCobalt Coastlands: Crossing Slope, Veilstone Cape, Hideaway Bay, Islespy Shore or nearbyCrimson Mirelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/198.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/cloudpoolridge.shtml"">Cloudpool Ridge</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/crossingslope.shtml"">Crossing Slope</a>, <a href=""/pokearth/hisui/veilstonecape.shtml"">Veilstone Cape</a>, <a href=""/pokearth/hisui/hideawaybay.shtml"">Hideaway Bay</a>, <a href=""/pokearth/hisui/islespyshore.shtml"">Islespy Shore</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
141,Honchkrow,https://www.serebii.net//pokedex-swsh/honchkrow/,Crimson Mirelands: Cloudpool Ridge or nearbyCobalt Coastlands: Bathers' Lagoon or nearbyCrimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/430.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/cloudpoolridge.shtml"">Cloudpool Ridge</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/bathers'lagoon.shtml"">Bathers' Lagoon</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
142,Unown,https://www.serebii.net//pokedex-swsh/unown/,EverywhereCrimson Mirelands: Solaceon Ruins or nearbyCrimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/201.png,"<td class=""fooinfo""><a href=""/legendsarceus/unownlocations.shtml"">Everywhere</a><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/solaceonruins.shtml"">Solaceon Ruins</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
143,Spheal,https://www.serebii.net//pokedex-swsh/spheal/,Cobalt Coastlands: Ginkgo Landing or nearbyObsidian Fieldlands: Massive Mass OutbreakCobalt Coastlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/363.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/ginkgolanding.shtml"">Ginkgo Landing</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
144,Sealeo,https://www.serebii.net//pokedex-swsh/sealeo/,Cobalt Coastlands: Islespy Shore or nearbyObsidian Fieldlands: Massive Mass OutbreakCobalt Coastlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/364.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/islespyshore.shtml"">Islespy Shore</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
145,Walrein,https://www.serebii.net//pokedex-swsh/walrein/,"Cobalt Coastlands: Ginkgo Landing, Islespy Shore or nearbyCobalt Coastlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/365.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/ginkgolanding.shtml"">Ginkgo Landing</a>, <a href=""/pokearth/hisui/islespyshore.shtml"">Islespy Shore</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
146,Remoraid,https://www.serebii.net//pokedex-swsh/remoraid/,"Cobalt Coastlands: Castaway Shore, Sand's Reach, Tranquility Cove or nearby",https://www.serebii.net//legendsarceus/pokemon/small/223.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/castawayshore.shtml"">Castaway Shore</a>, <a href=""/pokearth/hisui/sand'sreach.shtml"">Sand's Reach</a>, <a href=""/pokearth/hisui/tranquilitycove.shtml"">Tranquility Cove</a> <i>or nearby</i></td>"
147,Octillery,https://www.serebii.net//pokedex-swsh/octillery/,"Cobalt Coastlands: Castaway Shore, Islespy Shore or nearby",https://www.serebii.net//legendsarceus/pokemon/small/224.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/castawayshore.shtml"">Castaway Shore</a>, <a href=""/pokearth/hisui/islespyshore.shtml"">Islespy Shore</a> <i>or nearby</i></td>"
148,Skorupi,https://www.serebii.net//pokedex-swsh/skorupi/,"Cobalt Coastlands: Ginkgo Landing, Castaway Shore or nearbyCrimson Mirelands: Massive Mass OutbreakCobalt Coastlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/451.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/ginkgolanding.shtml"">Ginkgo Landing</a>, <a href=""/pokearth/hisui/castawayshore.shtml"">Castaway Shore</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
149,Drapion,https://www.serebii.net//pokedex-swsh/drapion/,Cobalt Coastlands: Ginkgo Landing or nearbyCrimson Mirelands: Massive Mass OutbreakCobalt Coastlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/452.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/ginkgolanding.shtml"">Ginkgo Landing</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
150,Growlithe,https://www.serebii.net//pokedex-swsh/growlithe/,"Cobalt Coastlands: Windbreak Stand, Veilstone Cape or nearbyCobalt Coastlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/058-h.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/windbreakstand.shtml"">Windbreak Stand</a>, <a href=""/pokearth/hisui/veilstonecape.shtml"">Veilstone Cape</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
151,Arcanine,https://www.serebii.net//pokedex-swsh/arcanine/, Cobalt Coastlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/059-h.png,"<td class=""fooinfo""> <br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
152,Glameow,https://www.serebii.net//pokedex-swsh/glameow/,"Cobalt Coastlands: Crossing Slope, Veilstone Cape or nearbyAlabaster Icelands: Glacier Terrace or nearbyCobalt Coastlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/431.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/crossingslope.shtml"">Crossing Slope</a>, <a href=""/pokearth/hisui/veilstonecape.shtml"">Veilstone Cape</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/glacierterrace.shtml"">Glacier Terrace</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
153,Purugly,https://www.serebii.net//pokedex-swsh/purugly/,"Cobalt Coastlands: Crossing Slope, Veilstone Cape or nearbyAlabaster Icelands: Glacier Terrace or nearbyCobalt Coastlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/432.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/crossingslope.shtml"">Crossing Slope</a>, <a href=""/pokearth/hisui/veilstonecape.shtml"">Veilstone Cape</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/glacierterrace.shtml"">Glacier Terrace</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
154,Machop,https://www.serebii.net//pokedex-swsh/machop/,"Obsidian Fieldlands: Oreburrow Tunnel, Obsidian Falls or nearbyCobalt Coastlands: Castaway Shore or nearbyCoronet Highlands: Bolderoll Ravine, Cloudcap Pass or nearbyAlabaster Icelands: Icebound Falls, Arena's Approach, Snowfall Hot Spring or nearbyCobalt Coastlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/066.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/oreburrowtunnel.shtml"">Oreburrow Tunnel</a>, <a href=""/pokearth/hisui/obsidianfalls.shtml"">Obsidian Falls</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/castawayshore.shtml"">Castaway Shore</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/bolderollravine.shtml"">Bolderoll Ravine</a>, <a href=""/pokearth/hisui/cloudcappass.shtml"">Cloudcap Pass</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/iceboundfalls.shtml"">Icebound Falls</a>, <a href=""/pokearth/hisui/arena'sapproach.shtml"">Arena's Approach</a>, <a href=""/pokearth/hisui/snowfallhotspring.shtml"">Snowfall Hot Spring</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
155,Machoke,https://www.serebii.net//pokedex-swsh/machoke/,"Obsidian Fieldlands: Obsidian Falls or nearbyCobalt Coastlands: Castaway Shore or nearbyCoronet Highlands: Bolderoll Ravine, Cloudcap Pass or nearbyAlabaster Icelands: Icebound Falls, Arena's Approach, Snowfall Hot Spring or nearbyCobalt Coastlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/067.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/obsidianfalls.shtml"">Obsidian Falls</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/castawayshore.shtml"">Castaway Shore</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/bolderollravine.shtml"">Bolderoll Ravine</a>, <a href=""/pokearth/hisui/cloudcappass.shtml"">Cloudcap Pass</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/iceboundfalls.shtml"">Icebound Falls</a>, <a href=""/pokearth/hisui/arena'sapproach.shtml"">Arena's Approach</a>, <a href=""/pokearth/hisui/snowfallhotspring.shtml"">Snowfall Hot Spring</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
156,Machamp,https://www.serebii.net//pokedex-swsh/machamp/,Alabaster Icelands: Arena's Approach or nearbyCobalt Coastlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/068.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/arena'sapproach.shtml"">Arena's Approach</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
157,Chatot,https://www.serebii.net//pokedex-swsh/chatot/,Cobalt Coastlands: Deadwood Haunt or nearbyObsidian Fieldlands: Massive Mass OutbreakCobalt Coastlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/441.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/deadwoodhaunt.shtml"">Deadwood Haunt</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
158,Duskull,https://www.serebii.net//pokedex-swsh/duskull/,"Cobalt Coastlands: Deadwood Haunt or nearbyAlabaster Icelands: Avalanche Slopes, Arena's Approach or nearbyCoronet Highlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/355.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/deadwoodhaunt.shtml"">Deadwood Haunt</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/avalancheslopes.shtml"">Avalanche Slopes</a>, <a href=""/pokearth/hisui/arena'sapproach.shtml"">Arena's Approach</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
159,Dusclops,https://www.serebii.net//pokedex-swsh/dusclops/,"Cobalt Coastlands: Deadwood Haunt or nearbyAlabaster Icelands: Avalanche Slopes, Arena's Approach or nearbyCoronet Highlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/356.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/deadwoodhaunt.shtml"">Deadwood Haunt</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/avalancheslopes.shtml"">Avalanche Slopes</a>, <a href=""/pokearth/hisui/arena'sapproach.shtml"">Arena's Approach</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
160,Dusknoir,https://www.serebii.net//pokedex-swsh/dusknoir/,Cobalt Coastlands: Deadwood Haunt or nearbyCoronet Highlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/477.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/deadwoodhaunt.shtml"">Deadwood Haunt</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
161,Piplup,https://www.serebii.net//pokedex-swsh/piplup/,Cobalt Coastlands: Spring Path or nearbyCobalt Coastlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/393.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/springpath.shtml"">Spring Path</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
162,Prinplup,https://www.serebii.net//pokedex-swsh/prinplup/,Cobalt Coastlands: Spring Path or nearbyCobalt Coastlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/394.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/springpath.shtml"">Spring Path</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
163,Empoleon,https://www.serebii.net//pokedex-swsh/empoleon/,Cobalt Coastlands: Islespy Shore or nearbyCobalt Coastlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/395.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/islespyshore.shtml"">Islespy Shore</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
164,Mantyke,https://www.serebii.net//pokedex-swsh/mantyke/,"Cobalt Coastlands: Ginkgo Landing, Tranquility Cove or nearbyCobalt Coastlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/458.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/ginkgolanding.shtml"">Ginkgo Landing</a>, <a href=""/pokearth/hisui/tranquilitycove.shtml"">Tranquility Cove</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
